sampling_date,site_name,site_code,transect,meter,burn_history,latitude,longitude,species,plot_size,mass,notes ,,,
2016-08-09,Hess Creek Burned,HCB,1,30,Burned,65.568988,-148.92398,EQUIS,0.0625,0.498,NA,,,
2016-08-09,Hess Creek Burned,HCB,1,30,Burned,65.568988,-148.92398,GRAM,0.25,0.7,NA,,,
2016-08-09,Hess Creek Burned,HCB,1,30,Burned,65.568988,-148.92398,LICH,0.0625,0.44,NA,,,
2016-08-09,Hess Creek Burned,HCB,1,30,Burned,65.568988,-148.92398,MOSS,0.0625,1.667,NA,,,
2016-08-09,Hess Creek Burned,HCB,1,30,Burned,65.568988,-148.92398,RHSU,0.25,9.6,NA,,,
2016-08-09,Hess Creek Burned,HCB,1,30,Burned,65.568988,-148.92398,SASP,0.25,4.385,NA,,,
2016-08-09,Hess Creek Burned,HCB,1,30,Burned,65.568988,-148.92398,SASP,0.25,0.285,NA,,,
2016-08-09,Hess Creek Burned,HCB,1,30,Burned,65.568988,-148.92398,VAUL,0.25,0.041,NA,,,
2016-08-09,Hess Creek Burned,HCB,1,30,Burned,65.568988,-148.92398,VAVI,0.25,1.6,NA,,,
2016-08-09,Hess Creek Burned,HCB,2,30,Burned,65.5689,-148.923787,EQUIS,0.25,0.152,NA,,,
2016-08-09,Hess Creek Burned,HCB,2,30,Burned,65.5689,-148.923787,EQUIS,0.25,0.634,NA,,,
2016-08-09,Hess Creek Burned,HCB,2,30,Burned,65.5689,-148.923787,GRAM,0.25,0.049,NA,,,
2016-08-09,Hess Creek Burned,HCB,2,30,Burned,65.5689,-148.923787,GRAM,0.25,3.655,NA,,,
2016-08-09,Hess Creek Burned,HCB,2,30,Burned,65.5689,-148.923787,MOSS,0.0625,5.814,NA,,,
2016-08-09,Hess Creek Burned,HCB,2,30,Burned,65.5689,-148.923787,RHSU,0.25,1.134,NA,,,
2016-08-09,Hess Creek Burned,HCB,2,30,Burned,65.5689,-148.923787,RHSU,0.25,56.731,NA,,,
2016-08-09,Hess Creek Burned,HCB,2,30,Burned,65.5689,-148.923787,ROAC,0.25,0.296,NA,,,
2016-08-09,Hess Creek Burned,HCB,2,30,Burned,65.5689,-148.923787,RUCH,0.25,0.2,NA,,,
2016-08-09,Hess Creek Burned,HCB,2,30,Burned,65.5689,-148.923787,Freckle pelt,0.0625,3.809,Questionable masses for all freckle pelt samples - difficult to remove debris. ,,,
2016-08-09,Hess Creek Burned,HCB,2,30,Burned,65.5689,-148.923787,VAUL,0.25,0.027,NA,,,
2016-08-09,Hess Creek Burned,HCB,2,30,Burned,65.5689,-148.923787,VAUL,0.25,3.396,NA,,,
2016-08-09,Hess Creek Burned,HCB,2,30,Burned,65.5689,-148.923787,VAVI,0.25,0.042,NA,,,
2016-08-09,Hess Creek Burned,HCB,2,30,Burned,65.5689,-148.923787,VAVI,0.25,1.452,NA,,,
2016-08-09,Hess Creek Burned,HCB,3,30,Burned,65.568907,-148.923177,EQUIS,0.25,4.092,NA,,,
2016-08-09,Hess Creek Burned,HCB,3,30,Burned,65.568907,-148.923177,GRAM,0.25,0.39,NA,,,
2016-08-09,Hess Creek Burned,HCB,3,30,Burned,65.568907,-148.923177,LICH,0.0625,2.519,NA,,,
2016-08-09,Hess Creek Burned,HCB,3,30,Burned,65.568907,-148.923177,MOSS,0.0625,2,NA,,,
2016-08-09,Hess Creek Burned,HCB,3,30,Burned,65.568907,-148.923177,RHSU,0.25,10.1,NA,,,
2016-08-09,Hess Creek Burned,HCB,3,30,Burned,65.568907,-148.923177,VAUL,0.25,9,NA,,,
2016-08-09,Hess Creek Burned,HCB,3,30,Burned,65.568907,-148.923177,VAVI,0.25,3.6,NA,,,
2016-08-09,Hess Creek Unburned,HCU,1,0,Unburned,65.567191,-148.925705,EMNI,0.0625,0.145,NA,,,
2016-08-09,Hess Creek Unburned,HCU,1,0,Unburned,65.567191,-148.925705,EMNI,0.25,5.822,NA,,,
2016-08-09,Hess Creek Unburned,HCU,1,0,Unburned,65.567191,-148.925705,EQUIS,0.0625,0.019,NA,,,
2016-08-09,Hess Creek Unburned,HCU,1,0,Unburned,65.567191,-148.925705,EQUIS,0.25,0.144,NA,,,
2016-08-09,Hess Creek Unburned,HCU,1,0,Unburned,65.567191,-148.925705,GRAM,0.0625,0.028,NA,,,
2016-08-09,Hess Creek Unburned,HCU,1,0,Unburned,65.567191,-148.925705,GRAM,0.25,0.162,NA,,,
2016-08-09,Hess Creek Unburned,HCU,1,0,Unburned,65.567191,-148.925705,LICH,0.0625,1.877,NA,,,
2016-08-09,Hess Creek Unburned,HCU,1,0,Unburned,65.567191,-148.925705,MOSS,0.0625,15.2,NA,,,
2016-08-09,Hess Creek Unburned,HCU,1,0,Unburned,65.567191,-148.925705,MOSS,0.0625,14.3,NA,,,
2016-08-09,Hess Creek Unburned,HCU,1,0,Unburned,65.567191,-148.925705,RHSU,0.0625,0.035,NA,,,
2016-08-09,Hess Creek Unburned,HCU,1,0,Unburned,65.567191,-148.925705,RHSU,0.25,2.9,NA,,,
2016-08-09,Hess Creek Unburned,HCU,1,0,Unburned,65.567191,-148.925705,VAVI,0.0625,0.416,NA,,,
2016-08-09,Hess Creek Unburned,HCU,1,0,Unburned,65.567191,-148.925705,VAVI,0.25,3.2,NA,,,
2016-08-09,Hess Creek Unburned,HCU,2,0,Unburned,65.567228,-148.925424,EMNI,0.0625,0.056,NA,,,
2016-08-09,Hess Creek Unburned,HCU,2,0,Unburned,65.567228,-148.925424,EMNI,0.25,2.594,NA,,,
2016-08-09,Hess Creek Unburned,HCU,2,0,Unburned,65.567228,-148.925424,EQUIS,0.0625,0.097,NA,,,
2016-08-09,Hess Creek Unburned,HCU,2,0,Unburned,65.567228,-148.925424,EQUIS,0.25,0.23,NA,,,
2016-08-09,Hess Creek Unburned,HCU,2,0,Unburned,65.567228,-148.925424,LICH,0.0625,0.328,NA,,,
2016-08-09,Hess Creek Unburned,HCU,2,0,Unburned,65.567228,-148.925424,MOSS,0.0625,19.608,NA,,,
2016-08-09,Hess Creek Unburned,HCU,2,0,Unburned,65.567228,-148.925424,MOSS,0.0625,21.853,NA,,,
2016-08-09,Hess Creek Unburned,HCU,2,0,Unburned,65.567228,-148.925424,RHSU,0.25,4.1,NA,,,
2016-08-09,Hess Creek Unburned,HCU,2,0,Unburned,65.567228,-148.925424,VAUL,0.0625,0.022,NA,,,
2016-08-09,Hess Creek Unburned,HCU,2,0,Unburned,65.567228,-148.925424,VAVI,0.0625,0.466,NA,,,
2016-08-09,Hess Creek Unburned,HCU,2,0,Unburned,65.567228,-148.925424,VAVI,0.25,5.4,NA,,,
2016-08-09,Hess Creek Unburned,HCU,3,0,Unburned,65.567277,-148.925009,EQUIS,0.0625,0.082,NA,,,
2016-08-09,Hess Creek Unburned,HCU,3,0,Unburned,65.567277,-148.925009,EQUIS,0.25,0.519,NA,,,
2016-08-09,Hess Creek Unburned,HCU,3,0,Unburned,65.567277,-148.925009,GRAM,0.25,0.086,NA,,,
2016-08-09,Hess Creek Unburned,HCU,3,0,Unburned,65.567277,-148.925009,LICH,0.0625,4.4,NA,,,
2016-08-09,Hess Creek Unburned,HCU,3,0,Unburned,65.567277,-148.925009,MOSS,0.0625,27.991,NA,,,
2016-08-09,Hess Creek Unburned,HCU,3,0,Unburned,65.567277,-148.925009,MOSS,0.0625,20.388,NA,,,
2016-08-09,Hess Creek Unburned,HCU,3,0,Unburned,65.567277,-148.925009,MOSS,0.0625,0.106,NA,,,
2016-08-09,Hess Creek Unburned,HCU,3,0,Unburned,65.567277,-148.925009,RHSU,0.0625,0.094,NA,,,
2016-08-09,Hess Creek Unburned,HCU,3,0,Unburned,65.567277,-148.925009,RHSU,0.25,34,NA,,,
2016-08-09,Hess Creek Unburned,HCU,3,0,Unburned,65.567277,-148.925009,ROAC,0.25,0.144,NA,,,
2016-08-09,Hess Creek Unburned,HCU,3,0,Unburned,65.567277,-148.925009,RUCH,0.25,0.7,NA,,,
2016-08-09,Hess Creek Unburned,HCU,3,0,Unburned,65.567277,-148.925009,VAUL,0.0625,0.111,NA,,,
2016-08-09,Hess Creek Unburned,HCU,3,0,Unburned,65.567277,-148.925009,VAUL,0.25,3.2,NA,,,
2016-08-09,Hess Creek Unburned,HCU,3,0,Unburned,65.567277,-148.925009,VAVI,0.0625,1.6,NA,,,
2016-08-09,Hess Creek Unburned,HCU,3,0,Unburned,65.567277,-148.925009,VAVI,0.25,20.4,NA,,,
2016-08-10,Nome Creek Burned - OLD,NCB-OLD,2,0,Burned,65.340183,-146.910183,GRAM,0.25,12.511,NA,,,
2016-08-10,Nome Creek Burned - OLD,NCB-OLD,2,0,Burned,65.340183,-146.910183,LICH,0.0625,0.06,NA,,,
2016-08-10,Nome Creek Burned - OLD,NCB-OLD,2,0,Burned,65.340183,-146.910183,RHSU,0.25,8.198,NA,,,
2016-08-10,Nome Creek Burned - OLD,NCB-OLD,2,0,Burned,65.340183,-146.910183,RUCH,0.25,0.419,NA,,,
2016-08-10,Nome Creek Burned - OLD,NCB-OLD,2,0,Burned,65.340183,-146.910183,VAUL,0.25,7.528,NA,,,
2016-08-10,Nome Creek Burned - OLD,NCB-OLD,2,0,Burned,65.340183,-146.910183,VAVI,0.25,0.12,NA,,,
2016-08-10,Nome Creek Burned - OLD,NCB-OLD,3,0,Burned,65.340145,-146.909819,BENA,0.25,0.654,NA,,,
2016-08-10,Nome Creek Burned - OLD,NCB-OLD,3,0,Burned,65.340145,-146.909819,EMNI,0.25,0.445,NA,,,
2016-08-10,Nome Creek Burned - OLD,NCB-OLD,3,0,Burned,65.340145,-146.909819,GRAM,0.25,23.497,NA,,,
2016-08-10,Nome Creek Burned - OLD,NCB-OLD,3,0,Burned,65.340145,-146.909819,GRAM,0.25,7.41,NA,,,
2016-08-10,Nome Creek Burned - OLD,NCB-OLD,3,0,Burned,65.340145,-146.909819,OXMI,0.25,0.021,NA,,,
2016-08-10,Nome Creek Burned - OLD,NCB-OLD,3,0,Burned,65.340145,-146.909819,OXMI,0.25,0.01,NA,,,
2016-08-10,Nome Creek Burned - OLD,NCB-OLD,3,0,Burned,65.340145,-146.909819,RHSU,0.25,30.369,NA,,,
2016-08-10,Nome Creek Burned - OLD,NCB-OLD,3,0,Burned,65.340145,-146.909819,RHSU,0.25,21.263,NA,,,
2016-08-10,Nome Creek Burned - OLD,NCB-OLD,3,0,Burned,65.340145,-146.909819,RUCH,0.25,2.92,NA,,,
2016-08-10,Nome Creek Burned - OLD,NCB-OLD,3,0,Burned,65.340145,-146.909819,RUCH,0.25,0.035,NA,,,
2016-08-10,Nome Creek Burned - OLD,NCB-OLD,3,0,Burned,65.340145,-146.909819,VAUL,0.25,6.681,NA,,,
2016-08-10,Nome Creek Burned - OLD,NCB-OLD,3,0,Burned,65.340145,-146.909819,VAVI,0.25,1.729,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,1,30,Unburned,65.340392,-146.920361,GRAM,0.0625,0.005,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,1,30,Unburned,65.340392,-146.920361,GRAM,0.25,0.098,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,1,30,Unburned,65.340392,-146.920361,LICH,0.0625,19.286,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,1,30,Unburned,65.340392,-146.920361,LICH,0.0625,0.865,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,1,30,Unburned,65.340392,-146.920361,MOSS,0.0625,0.301,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,1,30,Unburned,65.340392,-146.920361,MOSS,0.0625,9.812,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,1,30,Unburned,65.340392,-146.920361,OXMI,0.0625,0.03,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,1,30,Unburned,65.340392,-146.920361,OXMI,0.25,1.15,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,1,30,Unburned,65.340392,-146.920361,RHSU,0.25,0.113,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,1,30,Unburned,65.340392,-146.920361,RUCH,0.25,0.024,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,1,30,Unburned,65.340392,-146.920361,VAVI,0.0625,0.01,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,1,30,Unburned,65.340392,-146.920361,VAVI,0.25,0.476,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,2,30,Unburned,65.340499,-146.920114,BENA,0.0625,0.142,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,2,30,Unburned,65.340499,-146.920114,BENA,0.25,1.56,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,2,30,Unburned,65.340499,-146.920114,GRAM,0.0625,0.114,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,2,30,Unburned,65.340499,-146.920114,GRAM,0.25,3.478,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,2,30,Unburned,65.340499,-146.920114,LICH,0.0625,0.844,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,2,30,Unburned,65.340499,-146.920114,LICH,0.0625,29.162,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,2,30,Unburned,65.340499,-146.920114,MOSS,0.0625,8.099,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,2,30,Unburned,65.340499,-146.920114,MOSS,0.0625,0.05,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,2,30,Unburned,65.340499,-146.920114,RHSU,0.0625,0.093,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,2,30,Unburned,65.340499,-146.920114,RHSU,0.25,10.863,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,2,30,Unburned,65.340499,-146.920114,RUCH,0.25,0.222,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,2,30,Unburned,65.340499,-146.920114,VAUL,0.0625,0.005,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,2,30,Unburned,65.340499,-146.920114,VAUL,0.25,7.994,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,2,30,Unburned,65.340499,-146.920114,VAVI,0.0625,0.399,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,2,30,Unburned,65.340499,-146.920114,VAVI,0.25,3.038,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,3,30,Unburned,65.340547,-146.91965,BENA,0.25,0.997,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,3,30,Unburned,65.340547,-146.91965,LICH,0.0625,0.499,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,3,30,Unburned,65.340547,-146.91965,MOSS,0.0625,0.201,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,3,30,Unburned,65.340547,-146.91965,OXMI,0.25,0.031,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,3,30,Unburned,65.340547,-146.91965,RHSU,0.25,12.018,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,3,30,Unburned,65.340547,-146.91965,RUCH,0.25,1.903,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,3,30,Unburned,65.340547,-146.91965,VAUL,0.25,0.746,NA,,,
2016-08-10,Nome Creek Unburned - OLD,NCU-OLD,3,30,Unburned,65.340547,-146.91965,VAVI,0.25,1.359,NA,,,
2016-08-11,Eight Mile Lake,EML,Plot_1,-9999,Unburned,63.879928,-149.252105,BENA,0.25,3.4,*Do not have actual coordinates for each plot - but plots are located adjacent to site  of coordinates provided ,,,
2016-08-11,Eight Mile Lake,EML,Plot_1,-9999,Unburned,63.879928,-149.252105,GRAM,0.0625,0.852,*Do not have actual coordinates for each plot - but plots are located adjacent to site  of coordinates provided ,,,
2016-08-11,Eight Mile Lake,EML,Plot_1,-9999,Unburned,63.879928,-149.252105,GRAM,0.25,4.4,*Do not have actual coordinates for each plot - but plots are located adjacent to site  of coordinates provided ,,,
2016-08-11,Eight Mile Lake,EML,Plot_1,-9999,Unburned,63.879928,-149.252105,MOSS,0.0625,13.7,*Do not have actual coordinates for each plot - but plots are located adjacent to site  of coordinates provided ,,,
2016-08-11,Eight Mile Lake,EML,Plot_1,-9999,Unburned,63.879928,-149.252105,MOSS,0.25,0.216,*Do not have actual coordinates for each plot - but plots are located adjacent to site  of coordinates provided ,,,
2016-08-11,Eight Mile Lake,EML,Plot_1,-9999,Unburned,63.879928,-149.252105,OXMI,0.0625,0.18,*Do not have actual coordinates for each plot - but plots are located adjacent to site  of coordinates provided ,,,
2016-08-11,Eight Mile Lake,EML,Plot_1,-9999,Unburned,63.879928,-149.252105,OXMI,0.25,0.039,*Do not have actual coordinates for each plot - but plots are located adjacent to site  of coordinates provided ,,,
2016-08-11,Eight Mile Lake,EML,Plot_1,-9999,Unburned,63.879928,-149.252105,RHSU,0.25,0.232,*Do not have actual coordinates for each plot - but plots are located adjacent to site  of coordinates provided ,,,
2016-08-11,Eight Mile Lake,EML,Plot_1,-9999,Unburned,63.879928,-149.252105,RUCH,0.0625,0.137,*Do not have actual coordinates for each plot - but plots are located adjacent to site  of coordinates provided ,,,
2016-08-11,Eight Mile Lake,EML,Plot_1,-9999,Unburned,63.879928,-149.252105,RUCH,0.25,0.279,*Do not have actual coordinates for each plot - but plots are located adjacent to site  of coordinates provided ,,,
2016-08-11,Eight Mile Lake,EML,Plot_1,-9999,Unburned,63.879928,-149.252105,VAUL,0.0625,1.7,*Do not have actual coordinates for each plot - but plots are located adjacent to site  of coordinates provided ,,,
2016-08-11,Eight Mile Lake,EML,Plot_1,-9999,Unburned,63.879928,-149.252105,VAUL,0.25,13.6,*Do not have actual coordinates for each plot - but plots are located adjacent to site  of coordinates provided ,,,
2016-08-11,Eight Mile Lake,EML,Plot_2,-9999,Unburned,63.879928,-149.252105,GRAM,0.25,0.101,*Do not have actual coordinates for each plot - but plots are located adjacent to site  of coordinates provided ,,,
2016-08-11,Eight Mile Lake,EML,Plot_2,-9999,Unburned,63.879928,-149.252105,MOSS,0.0625,0.044,*Do not have actual coordinates for each plot - but plots are located adjacent to site  of coordinates provided ,,,
2016-08-11,Eight Mile Lake,EML,Plot_2,-9999,Unburned,63.879928,-149.252105,RHSU,0.25,27.6,*Do not have actual coordinates for each plot - but plots are located adjacent to site  of coordinates provided ,,,
2016-08-11,Eight Mile Lake,EML,Plot_2,-9999,Unburned,63.879928,-149.252105,RUCH,0.25,8.8,*Do not have actual coordinates for each plot - but plots are located adjacent to site  of coordinates provided ,,,
2016-08-11,Eight Mile Lake,EML,Plot_2,-9999,Unburned,63.879928,-149.252105,VAUL,0.25,20.1,*Do not have actual coordinates for each plot - but plots are located adjacent to site  of coordinates provided ,,,
2016-08-11,Eight Mile Lake,EML,Plot_2,-9999,Unburned,63.879928,-149.252105,VAVI,0.25,2.5,*Do not have actual coordinates for each plot - but plots are located adjacent to site  of coordinates provided ,,,
2016-08-18,I-Minus High ,IMNH,1,30,Unburned,68.557275,-149.532223,GRAM,0.25,0.602,NA,,,
2016-08-18,I-Minus High ,IMNH,1,30,Unburned,68.557275,-149.532223,LICH,0.0625,0.26,NA,,,
2016-08-18,I-Minus High ,IMNH,1,30,Unburned,68.557275,-149.532223,MOSS,0.0625,12.99,NA,,,
2016-08-18,I-Minus High ,IMNH,1,30,Unburned,68.557275,-149.532223,SASP,0.25,0.273,NA,,,
2016-08-18,I-Minus High ,IMNH,1,30,Unburned,68.557275,-149.532223,Freckle pelt,0.0625,0.71,Questionable masses for all freckle pelt samples - difficult to remove debris. ,,,
2016-08-18,I-Minus High ,IMNH,1,30,Unburned,68.557275,-149.532223,VAVI,0.25,1.331,NA,,,
2016-08-18,I-Minus High ,IMNH,3,30,Unburned,68.557554,-149.53261,GRAM,0.0625,0.064,NA,,,
2016-08-18,I-Minus High ,IMNH,3,30,Unburned,68.557554,-149.53261,GRAM,0.25,1.604,NA,,,
2016-08-18,I-Minus High ,IMNH,3,30,Unburned,68.557554,-149.53261,LICH,0.0625,5.394,NA,,,
2016-08-18,I-Minus High ,IMNH,3,30,Unburned,68.557554,-149.53261,MOSS,0.0625,13.69,NA,,,
2016-08-18,I-Minus High ,IMNH,3,30,Unburned,68.557554,-149.53261,RHSU,0.0625,0.279,NA,,,
2016-08-18,I-Minus High ,IMNH,3,30,Unburned,68.557554,-149.53261,RHSU,0.25,8.086,NA,,,
2016-08-18,I-Minus High ,IMNH,3,30,Unburned,68.557554,-149.53261,VAVI,0.0625,0.978,NA,,,
2016-08-18,I-Minus High ,IMNH,3,30,Unburned,68.557554,-149.53261,VAVI,0.25,7.321,NA,,,
2017-06-08,Bonanza Creek ,BNZ,1,30,Unburned,64.69613,-148.325408,EQUIS,0.25,2.022,NA,,,
2017-06-08,Bonanza Creek ,BNZ,1,30,Unburned,64.69613,-148.325408,EQUIS,0.0625,0.429,NA,,,
2017-06-08,Bonanza Creek ,BNZ,1,30,Unburned,64.69613,-148.325408,LICH,0.0625,0.14,NA,,,
2017-06-08,Bonanza Creek ,BNZ,1,30,Unburned,64.69613,-148.325408,MOSS,0.0625,19.165,NA,,,
2017-06-08,Bonanza Creek ,BNZ,1,30,Unburned,64.69613,-148.325408,VAUL,0.0625,0.023,NA,,,
2017-06-08,Bonanza Creek ,BNZ,1,30,Unburned,64.69613,-148.325408,VAUL,0.25,4.406,NA,,,
2017-06-08,Bonanza Creek ,BNZ,1,30,Unburned,64.69613,-148.325408,VAVI,0.0625,0.149,NA,,,
2017-06-08,Bonanza Creek ,BNZ,1,30,Unburned,64.69613,-148.325408,VAVI,0.25,6.169,NA,,,
2017-06-08,Bonanza Creek ,BNZ,2,30,Unburned,64.695999,-148.325677,EQUIS,0.25,1.055,NA,,,
2017-06-08,Bonanza Creek ,BNZ,2,30,Unburned,64.695999,-148.325677,LICH,0.0625,1.653,NA,,,
2017-06-08,Bonanza Creek ,BNZ,2,30,Unburned,64.695999,-148.325677,MOSS,0.0625,12.494,NA,,,
2017-06-08,Bonanza Creek ,BNZ,2,30,Unburned,64.695999,-148.325677,RHSU,0.25,20.784,NA,,,
2017-06-08,Bonanza Creek ,BNZ,2,30,Unburned,64.695999,-148.325677,VAUL,0.25,8.895,NA,,,
2017-06-08,Bonanza Creek ,BNZ,2,30,Unburned,64.695999,-148.325677,VAVI,0.0625,0.035,NA,,,
2017-06-08,Bonanza Creek ,BNZ,2,30,Unburned,64.695999,-148.325677,VAVI,0.25,9.848,NA,,,
2017-06-08,Bonanza Creek ,BNZ,3,30,Unburned,64.695833,-148.326112,EQUIS,0.25,0.162,NA,,,
